Product Name,SKU,Price,Description,Image URL,Link
2010 Flavio Roddolo 'Bricco Appiani' Langhe Rosso Cabernet,1779650,$79.99,"Flavio Roddolo is celebrated for his fiercely traditional approach to winemaking, even when working with international varietals like Cabernet Sauvignon. His ""Bricco Appiani"" Cabernet Sauvignon is a bold, structured wine that reflects both the power of the grape and the rugged, mineral-rich terroir of the Langhe. This Cabernet is a unique expression, showing a balance between intense fruit and earthy complexity, while remaining true to Roddolo’s minimalist philosophy.",https://cdn.klwines.com/images/skus/genericred-m.jpg,https://www.klwines.com/p/i?i=1779650&searchId=76be4e07-16b2-4525-8814-cc601e59b8cc&searchServiceName=klwines-prod-productsearch&searchRank=95
2013 Flavio Roddolo Nebbiolo D'Alba,1779651,$79.99,"Flavio Roddolo is one of the most respected and traditional winemakers in the Langhe region, known for his minimalist approach and dedication to producing wines that speak to the true character of the vineyard. His Nebbiolo is a pure expression of the varietal, offering the balance of elegance and power that Nebbiolo is known for, while staying true to its rustic Piedmontese roots.",https://cdn.klwines.com/images/skus/genericred-m.jpg,https://www.klwines.com/p/i?i=1779651&searchId=76be4e07-16b2-4525-8814-cc601e59b8cc&searchServiceName=klwines-prod-productsearch&searchRank=96
"2019 Epoch ""Estate"" Paso Robles Rhône Blend",1697401,$59.99,"97 points Wine Advocate: ""The 2019 Estate Blend is comprised of 51% Syrah, 17% Mourvèdre, 14% Grenache, 7% Tempranillo, 6% Graciano, 3% Carignan and 2% Zinfandel, matured for 19 months in 31% new French oak. Opaque ruby-purple, tones of tar, cigar ash and graphite give way over time to blackberry, blueberry and boysenberry preserves, prosciutto and violet. Full-bodied, ripe and concentrated, it offers pixelated tannins, seamless acidity and a youthfully coiled finish. It deserves 3-5+ years in the cellar to unwind. (EB)"" (12/2022)   97 points Vinous: ""Du...",https://cdn.klwines.com/images/skus/1697401m.jpg,https://www.klwines.com/p/i?i=1697401&searchId=76be4e07-16b2-4525-8814-cc601e59b8cc&searchServiceName=klwines-prod-productsearch&searchRank=97
"2016 Domaine Paul Jaboulet Aîné ""Domaine de Thalabert"" Crozes-Hermitage",1382566,$34.99,"94 points Jeb Dunnuck: ""The 2016 Crozes Hermitage Domaine De Thalabert offers a rocking (and classic) bouquet of ripe black fruits intermixed with notions new saddle leather, pepper, garrigue, and hints of bacon fat. This ripe, medium to full-bodied, silky wine has remarkable purity, is already complex, and finishes with serious length."" (12/2018)   93 points John Gilman: ""The 2016 vintage of the Domaine de Thalabert from Paul Jaboulet is beautifully precise and classy, coming in at 13% octane and really starting to drink with distinction at four years o...",https://cdn.klwines.com/images/skus/1382566m.jpg,https://www.klwines.com/p/i?i=1382566&searchId=76be4e07-16b2-4525-8814-cc601e59b8cc&searchServiceName=klwines-prod-productsearch&searchRank=98
Shichi Hon Yari Namazake Junmai Sake (720ml),1343984,$34.99,"Founded in the 1540’s in the small town of Kinomoto in the Shiga Prefecture, the Tomita Brewery is one of the oldest breweries in Japan. They use locally grown indigenous Tamazakae rice, and are blessed with natural spring water from the nearby Ibuki mountains, which is perfect for brewing. Every step of the process is done by hand. This namazake, or unpasteurized sake, is a seasonal sake only available in the winter immediately after fermentation is finished.",https://cdn.klwines.com/images/skus/1343984m.jpg,https://www.klwines.com/p/i?i=1343984&searchId=76be4e07-16b2-4525-8814-cc601e59b8cc&searchServiceName=klwines-prod-productsearch&searchRank=99
"Oban 10 Year Old ""Special Release"" 2024 Limited Edition Single Malt Scotch Whisky",1785482,$129.99,,https://cdn.klwines.com/images/skus/shiner_spirits_m.jpg,https://www.klwines.com/p/i?i=1785482&searchId=76be4e07-16b2-4525-8814-cc601e59b8cc&searchServiceName=klwines-prod-productsearch&searchRank=100
"2020 Haarmeyer ""St. Rey - SRV"" Clarksburg Chenin Blanc",1543654,$16.99,"Though relative newcomers to the California wine scene, the Haarmeyers seem like they’ve been at it for much longer. Their Chenin Blancs, sourced from organically grown vineyards around the Sacramento area, have caught the attention of wine critics and customers alike. Chenin, the legend of the Loire, is deftly translated here as they capture the peach and spice flavors that typify the wine. I love the intensity, length and persistence of their 2020 Haarmeyer “St. Rey SVR” Clarksburg Chenin Blanc. This is certainly a winery to watch and to further explor...",https://cdn.klwines.com/images/skus/1543654m.jpg,https://www.klwines.com/p/i?i=1543654&searchId=37990646-4951-4978-a558-1939d6db68c6&searchServiceName=klwines-prod-productsearch&searchRank=101
Pierre Mineral Brut Rosé Champagne Magnum 1.5L,1660955,$99.99,"Now available in magnum! This fantastic, elegant, very dry rosé is composed of 90% Mesnil Grand Cru Chardonnay and 10% red wine from Pinot Noir grown in the 1er cru of Vertus. The Gonet family has crafted a wonderful, crisp rosé that has the elusive strawberry fruit that fans of the subtle style of Champagne rosé cannot get enough of. This is an incredible deal at the price. - Gary Westby, K&L Champagne Buyer",https://cdn.klwines.com/images/skus/1660955m.jpg,https://www.klwines.com/p/i?i=1660955&searchId=37990646-4951-4978-a558-1939d6db68c6&searchServiceName=klwines-prod-productsearch&searchRank=102
"2022 Domaine Gérard Tremblay Chablis 1er Cru ""Côte de Léchet""",1732754,$29.99,"Jancis Robinson: ""Green-apple note, long and fresh on the palate. Good density here. (AWH)"" (01/2024)   K&L Notes: Bill Nanson Burgundy Report: ""3 ha spread over 4 parcels.A more overtly perfumed nose. Really broad, really mineral – a touch less sucrosity here but with super middle and finishing clarity to these mouth-watering flavours – just a little more yellow-citrus energy – complex and delicate but with a proper structure. This could be more than excellent if you are patient!"" (01/2024)",https://cdn.klwines.com/images/skus/shiner_white_burgundy_m.jpg,https://www.klwines.com/p/i?i=1732754&searchId=37990646-4951-4978-a558-1939d6db68c6&searchServiceName=klwines-prod-productsearch&searchRank=103
"2022 Domaine Gérard Tremblay Chablis 1er Cru ""Beauroy""",1732755,$29.99,"Bill Nanson Burgundy Report: ""A single parcel on the hill of Troesmes, replanted at the start of the 2000s. Just recently bottled a ‘little’ barrel elevage here – 10-15%Hmm – airy and in this case more floral aromas. Direct, more intense, clearly extra visibility to this minerality. Obviously accented with salinity too. This is a beauty but will need 2-3 years to fill out a bit – but I love it!"" (01/2024)",https://cdn.klwines.com/images/skus/shiner_white_burgundy_m.jpg,https://www.klwines.com/p/i?i=1732755&searchId=37990646-4951-4978-a558-1939d6db68c6&searchServiceName=klwines-prod-productsearch&searchRank=104
"2022 Domaine Gérard Tremblay Chablis 1er Cru ""Montmain""",1732756,$29.99,"92 points Decanter: ""From their 37ha estate, Gérard Tremblay and wife Hélène produce this Montmains which shows a good balance between ripeness of fruit and freshening acidity. Savoury and mineral notes are evident on the long finish. A very good example which should age well. (AH)"" (10/2023)   Jancis Robinson: ""Great example of Montmains with all the mineral energy one would expect. Balanced with appealing stone-fruit ripeness. Not at all blowsy. Focused and long on the finish. (AWH)"" (01/2024)   K&L Notes: Bill Nanson Burgundy Report: ""Two parces in Mo...",https://cdn.klwines.com/images/skus/shiner_white_burgundy_m.jpg,https://www.klwines.com/p/i?i=1732756&searchId=37990646-4951-4978-a558-1939d6db68c6&searchServiceName=klwines-prod-productsearch&searchRank=105
"2022 Domaine Joliet Fixin 1er Cru ""Clos de la Perrière""",1759497,$69.99,"93 points Decanter: ""This wine is easy to love, with its forward, plum and black cherry fruit complemented by hints of rose petals and an undercurrent of dark chocolate. The texture is dense and rich — according to Joliet, the challenge in 2022 is the freshness. He used 60% whole bunches but completely destemmed the part of the vineyard under the forest at the top of the slope. The result is not as massive as some years have been, yet it is a lovely wine that should drink well at a relatively early stage and age well over the mid-term.(CC)"" (01/2024)   9...",https://cdn.klwines.com/images/skus/shiner_red_burgundy_m.jpg,https://www.klwines.com/p/i?i=1759497&searchId=37990646-4951-4978-a558-1939d6db68c6&searchServiceName=klwines-prod-productsearch&searchRank=106
1988 Domaine Jean-Marc Bouley Pommard,1765813,$109.99,,https://cdn.klwines.com/images/skus/genericred-m.jpg,https://www.klwines.com/p/i?i=1765813&searchId=37990646-4951-4978-a558-1939d6db68c6&searchServiceName=klwines-prod-productsearch&searchRank=107
"Pierre Paillard ""Les Parcelles"" Grand Cru Extra Brut Bouzy Champagne (1.5L)",1108050,$109.99,"93 points Jeb Dunnuck: ""Made from 80% Pinot and 20% Chardonnay, with the base 2019 and the rest reserve wine from the past couple of years, the NV Champagne Grand Cru Bouzy Les Parcelles is expressive and fruit-forward on opening, with notes of cherry blossom, fresh peach, and honeycomb. With zero grams per liter dosage, there’s no lacking for ripeness and freshness. Long on the palate and quite inviting, it’s going to be wonderful drinking over the coming 8-10 years. (AG)"" (11/2023)   91 points Decanter: ""From the 2019 vintage-based edition, Pailllard’s...",https://cdn.klwines.com/images/skus/1108050m.jpg,https://www.klwines.com/p/i?i=1108050&searchId=37990646-4951-4978-a558-1939d6db68c6&searchServiceName=klwines-prod-productsearch&searchRank=108
Pierre Mineral Brut Champagne Magnum 1.5L,1660953,$79.99,"Now available in magnum for the first time! This balanced, elegant Champagne is composed of 30% Chardonnay, 60% Pinot Noir and 10% Meunier. The grapes are all from the Gonet family's estate, spread from the southernmost 1er cru of Vertus to the valley of the Marne. It is a gorgeous wine to toast with: bready, vibrant and flavorful. (Gary Westby, K&L Champagne buyer)",https://cdn.klwines.com/images/skus/1660953m.jpg,https://www.klwines.com/p/i?i=1660953&searchId=37990646-4951-4978-a558-1939d6db68c6&searchServiceName=klwines-prod-productsearch&searchRank=109
"1995 Les Ormes de Pez, St-Estèphe",110369,$37.99,"Wine Advocate: ""...Attractive soft, round, medium to dark ruby-colored claret with herb, black cherry, and currant fruit notes. Lush, with some elegance, medium body, soft tannin, and an easy-going finish... (RP)"" (02/1998)   K&L Notes: Nice to see this familiar label taste so great. Nothing fancy, just straightforward delicious wine—ripe and fleshy cherry fruit and soft tannins. Don't underestimate this St-Estèphe made by Jean-Michel Cazes (of Lynch Bages and Pichon-Baron). (Nick Carpenter, K&L Wine Merchants)",https://cdn.klwines.com/images/skus/110369m.jpg,https://www.klwines.com/p/i?i=110369&searchId=37990646-4951-4978-a558-1939d6db68c6&searchServiceName=klwines-prod-productsearch&searchRank=110
2023 Elio Grasso Dolcetto d'Alba dei Grassi,1786131,$19.99,"The Elio Grasso Dolcetto d'Alba dei Grassi is a delightful expression of the Dolcetto grape from the renowned Elio Grasso estate in the Barolo region of Piedmont. While Grasso is best known for its exceptional Barolos, the estate takes equal care with its other varieties, and this Dolcetto d'Alba is no exception. It offers a fresh and vibrant style of Dolcetto, highlighting the easy-drinking yet structured qualities that make this variety a favorite among Piedmontese wines.

Sourced from the estate’s vineyards in the rolling hills of Monforte d'Alba, thi...",https://cdn.klwines.com/images/skus/genericred-m.jpg,https://www.klwines.com/p/i?i=1786131&searchId=37990646-4951-4978-a558-1939d6db68c6&searchServiceName=klwines-prod-productsearch&searchRank=111
"2022 Domaine Saint-Damien ""Cuvée Clovis Saurel"" Gigondas",1732109,$44.99,"96-98 points Wine Advocate: ""All Grenache from old vines, the 2022 Gigondas Clovis Saurel was still maturing in demi-muids when I visited last summer. While some vanilla was still apparent on the nose, adding a sheen of polish to the black cherries and black raspberries, this full-bodied wine comes across as exceptionally balanced and silky. Ripe and richly concentrated yet elegant and silky, with tremendous length on the finish, it's a beauty of a Gigondas.  This fine estate, located on the flatter, lower-lying portion of the appellation, benefits from ...",https://cdn.klwines.com/images/skus/1732109m.jpg,https://www.klwines.com/p/i?i=1732109&searchId=37990646-4951-4978-a558-1939d6db68c6&searchServiceName=klwines-prod-productsearch&searchRank=112
"2022 Domaine François Carillon Puligny-Montrachet 1er Cru ""Champ Gain""",1757854,$189.99,"91-93 points Burghound: ""Note: from 4 parcels near Dents de Chien that measure <2 ha. Here the nose is compositionally quite different as it manifests notes of petrol, iodine and a shellfish hint along with plenty of floral nuances. Here is both fine punch and concentration to the sappy and solidly powerful medium-bodied flavors that also exude evident minerality on the impressively persistent and firm finale. This won't win any awards for finesse but the fine quality is unassailable.*Burghound Outstanding!*"" (06/2024)   90-93 points Jasper Morris: ""A cl...",https://cdn.klwines.com/images/skus/shiner_white_burgundy_m.jpg,https://www.klwines.com/p/i?i=1757854&searchId=37990646-4951-4978-a558-1939d6db68c6&searchServiceName=klwines-prod-productsearch&searchRank=113
2022 Domaine Geantet-Pansiot Bourgogne Aligote,1748611,$23.99,,https://cdn.klwines.com/images/skus/shiner_white_burgundy_m.jpg,https://www.klwines.com/p/i?i=1748611&searchId=37990646-4951-4978-a558-1939d6db68c6&searchServiceName=klwines-prod-productsearch&searchRank=114
Russell's Reserve Single Barrel Kentucky Bourbon (750ml),1126370,$69.99,"93 points Whisky Advocate: ""From rickhouse G, floor 5, barrel 136 is a study in caramel. Layered in crème brûlée, salted-caramel cupcake, caramel brownie, caramel apple fritters, caramel popcorn, and the classic caramel chew. Then, complexity: chocolate truffles, nutmeg-dusted hot bananas, ginger ice cream, cinnamon-candied almonds, and warm povitica. It's so creamy, so rich, and so unrelenting with masterful flavor that the powerfully long and caramel-forward finish is expected. Splendid, must-have sipper. (FM, Winter-2016)""  90 points Wine Enthusiast: ...",https://cdn.klwines.com/images/skus/1126370m.jpg,https://www.klwines.com/p/i?i=1126370&searchId=37990646-4951-4978-a558-1939d6db68c6&searchServiceName=klwines-prod-productsearch&searchRank=115
"2022 Purple Hands ""Haakon / Lenai Vineyard"" Dundee Hills Pinot Noir",1772163,$54.95,"98 points Jeb Dunnuck: ""A youthful ruby red hue, the 2022 Pinot Noir Haakon/Lenai Vineyard comes from 27-year-old vines in the main estate vineyard. A youthful bright magenta/ruby color, it offers darker berried fruit notes of wild black raspberries, layered spice, toasted cedar, umami, and licorice, with some red-fruited, high-toned lift shining through. There is real crystalline depth to this wine as well as more purity and clarity, and it has bright, ripe acidity, mouthwatering freshness, and a great finish. Its ripe tannins are very well-framed, and ...",https://cdn.klwines.com/images/skus/1772163m.jpg,https://www.klwines.com/p/i?i=1772163&searchId=37990646-4951-4978-a558-1939d6db68c6&searchServiceName=klwines-prod-productsearch&searchRank=116
"2017 Kessler-Haak Estate ""Symphony"" Sta. Rita Hills Pinot Noir (Previously $50)",1786645,Hidden,"92 points Wine Enthusiast: ""Baked cherry, pomegranate and sumac aromas meet with toasted wood on the nose of this bottling. There's a striking cinnamon-stick flavors to the sip, along with allspice and stewed cherry, all wrapped in smoothed-out tannins. """,https://cdn.klwines.com/images/skus/shiner_red_burgundy_m.jpg,https://www.klwines.com/p/i?i=1786645&searchId=37990646-4951-4978-a558-1939d6db68c6&searchServiceName=klwines-prod-productsearch&searchRank=117
2022 Domaine François Carillon Bourgogne Blanc,1757839,$39.99,"94 points Decanter: ""TOP VALUE Abundant ripe apple, hawthorn flowers, butter and spice aromas. Dense but not heavy, with plenty of balancing acidity. The grapes come from a half-hectare of old vines outside the Puligny village appellation area near the border with Meursault. Superb: an excellent option for a Puligny lookalike crafted with care and precision.(CC)"" (01/2024)   87-90 points Jasper Morris: ""Within Femelottes, old vines on riparia. Early and aromatic. A fullish yellow, with a more immediate ripe grape bouquet than the regular. Opulent for a g...",https://cdn.klwines.com/images/skus/shiner_white_burgundy_m.jpg,https://www.klwines.com/p/i?i=1757839&searchId=37990646-4951-4978-a558-1939d6db68c6&searchServiceName=klwines-prod-productsearch&searchRank=118
"2021 Ledge ""Bien Nacido Vineyard - Block 11 Estrella Clone"" Santa Maria Valley Syrah",1772160,$79.95,"100 points Jeb Dunnuck: ""The 2021 Syrah Block 11 Bien Nacido Vineyard brings another level of purity and precision, as well as concentration, compared to the 2022. All Syrah aged 20 months in 60% new barrels, its deep ruby/purple hue is followed by a truly sensational Syrah that has a layered, nuanced bouquet of blackberries, smoked game, peppery herbs, iron, and bouquet garni-like herbal notes. It's full-bodied and concentrated on the palate, with a pure, layered, seamless mouthfeel, ultra-fine tannins, and that rare mix of purity, elegance, and richnes...",https://cdn.klwines.com/images/skus/genericred-m.jpg,https://www.klwines.com/p/i?i=1772160&searchId=37990646-4951-4978-a558-1939d6db68c6&searchServiceName=klwines-prod-productsearch&searchRank=119
"There Does Not Exist  ""Absent Origin"" Hazy IPA, California (16oz can)",1686012,$4.99,,https://cdn.klwines.com/images/skus/beer-genericm.jpg,https://www.klwines.com/p/i?i=1686012&searchId=37990646-4951-4978-a558-1939d6db68c6&searchServiceName=klwines-prod-productsearch&searchRank=120
"2022 Celler del Roure ""Cullerot"" Blanco",1783914,$19.99,,https://cdn.klwines.com/images/skus/shiner_white_m.jpg,https://www.klwines.com/p/i?i=1783914&searchId=37990646-4951-4978-a558-1939d6db68c6&searchServiceName=klwines-prod-productsearch&searchRank=121
2016 E. Guigal Gigondas,1529780,$24.99,"95 points Jeb Dunnuck: ""The finest effort I’ve tasted from this estate’s Gigondas, their 2016 is a drop-dead gorgeous wine that competes with the best in the appellation. Loads of framboise, lavender, garrigue, and hints of game emerge from this sweetly fruited, full-bodied, powerful yet elegant Gigondas. It’s beautiful wine and I continue to believe that 2016 is one of the greatest vintages ever (if not the greatest) for the Southern Rhône. You can drink this beauty any time over the coming 15-20 years."" (12/2019)   93 points Wine & Spirits: ""Like all o...",https://cdn.klwines.com/images/skus/1529780m.jpg,https://www.klwines.com/p/i?i=1529780&searchId=37990646-4951-4978-a558-1939d6db68c6&searchServiceName=klwines-prod-productsearch&searchRank=122
2023 Domaine Paul Pernot Bienvenues-Bâtard-Montrachet Grand Cru,1757283,$349.99,,https://cdn.klwines.com/images/skus/shiner_white_burgundy_m.jpg,https://www.klwines.com/p/i?i=1757283&searchId=37990646-4951-4978-a558-1939d6db68c6&searchServiceName=klwines-prod-productsearch&searchRank=123
2023 Domaine Paul Pernot Bâtard-Montrachet Grand Cru,1757284,$369.99,,https://cdn.klwines.com/images/skus/shiner_white_burgundy_m.jpg,https://www.klwines.com/p/i?i=1757284&searchId=37990646-4951-4978-a558-1939d6db68c6&searchServiceName=klwines-prod-productsearch&searchRank=124
"2020 Raventós i Blanc 'Textures de Pedra"" Brut Penedes",1788163,$49.99,"93 points Vinous: ""The 2020 Brut Nature Textures de Pedra is composed of 50% Xarel·lo Vermell, 25% Sumoll and 25% Bastard Negre, sourced from Conca del Riu Anoia in Penedès. Aged 42 months on the lees, this light yellow wine reveals aromas of bakery, bay leaf and lime, complemented by deep citrus layers. Dry and ethereal on the palate, the vibrant, saline acidity leads to a refreshing and textured mouthfeel. This joyful and vivid sparkling wine boasts a heightened core thanks to the red varieties in the blend. (JH)"" (04/2024)",https://cdn.klwines.com/images/skus/shiner_sparkling_m.jpg,https://www.klwines.com/p/i?i=1788163&searchId=37990646-4951-4978-a558-1939d6db68c6&searchServiceName=klwines-prod-productsearch&searchRank=125
2008 Scarecrow Napa Valley Cabernet Sauvignon,1066560,$699.99,"99 points James Suckling: ""Like listening to cool mellow rock 'n' roll. Extraordinary aromas of violets and dark fruits such as blueberries and currants. I can't get over the aromas here. Then it goes to minerals with just a hint of bay leaf. Full-bodied, with velvety tannins with a beautiful softness and beautifulness. I love the balance and harmony to this with bright acidity. I would drink this before the 2007. Just under 1,000 cases of 12 but all sold in threes. Reminds me of Leoville Las Cases but with Napa brightness."" (06/2011)   96 points Wine Sp...",https://cdn.klwines.com/images/skus/1066560m.jpg,https://www.klwines.com/p/i?i=1066560&searchId=37990646-4951-4978-a558-1939d6db68c6&searchServiceName=klwines-prod-productsearch&searchRank=126
1985 Domaine Cazes Rivesaltes Ambré,1782378,$85.00,,https://cdn.klwines.com/images/skus/genericred-m.jpg,https://www.klwines.com/p/i?i=1782378&searchId=37990646-4951-4978-a558-1939d6db68c6&searchServiceName=klwines-prod-productsearch&searchRank=127
"2023 Domaine du Colonat Moulin-a-Vent ""Les Greneriers""",1759747,$19.99,"97 points Decanter: ""You’d expect a Moulin-à-Vent to be very different to this year’s Beaujolais Best In Show from Morgon; indeed it is. It’s not quite as dark in colour, and is far less fruit-dominated on the nose. The fruits it shows, too, suggest plum and damson rather than cherry, and there are other more brooding aromatic notes on the nose as well, intimating the wines granite-sand origins; you might, finally, find a meatiness there. On the palate, this is as intense as the Morgon but, once again, more complex and layered, with fruit, stone and othe...",https://cdn.klwines.com/images/skus/genericred-m.jpg,https://www.klwines.com/p/i?i=1759747&searchId=37990646-4951-4978-a558-1939d6db68c6&searchServiceName=klwines-prod-productsearch&searchRank=128
"2022 Domaine Louis Michel Chablis Grand Cru ""Grenouilles""",1783567,$109.99,"95 points Decanter: ""The vines here are aged between 50-80 years, and are planted on deep brown clay soil, interspersed with pebbles. A lovely example of Grenouilles, fermented and matured in stainless steel tanks only with some lees contact. Precise, focused and already very expressive, direct acidity but lots of purity. Will be bottled in May 2024 after 18 months or more. (AH)"" (10/2023)   92-94 points Jasper Morris: ""Mid yellow in colour. First picked and already full bodied and spicy. Cannot mistake Grenouilles. The structure keeps the wine tight and...",https://cdn.klwines.com/images/skus/shiner_white_burgundy_m.jpg,https://www.klwines.com/p/i?i=1783567&searchId=37990646-4951-4978-a558-1939d6db68c6&searchServiceName=klwines-prod-productsearch&searchRank=129
"2022 Domaine Louis Michel Chablis Grand Cru ""Les Clos""",1783568,$109.99,"96 points Decanter: ""Guillaume Michel observes that Les Clos is 'never ready to drink'. A powerful, compact and fine grand cru which has loads of potential. The vines were planted in 1968, on limestone/clay soils over oyster shell-rich marl. Density, a touch of spice, concentrated but also light on its feet. This will spend several more months in tank and will undoubtedly be a slow maturer. Will be very fine, but will need several years to show its best. (AH)"" (10/2023)   92-95 points Burghound: ""Note: also from .50 ha parcel, half of which is young vine...",https://cdn.klwines.com/images/skus/shiner_white_burgundy_m.jpg,https://www.klwines.com/p/i?i=1783568&searchId=37990646-4951-4978-a558-1939d6db68c6&searchServiceName=klwines-prod-productsearch&searchRank=130
"2023 Elio Grasso ""Gavarini"" Nebbiolo Langhe",1786129,$27.99,"The Elio Grasso ""Gavarini"" Nebbiolo Langhe is an elegant and refined expression of Nebbiolo from one of Piedmont’s most respected producers, Elio Grasso. Situated in the revered Barolo region, the Gavarini vineyard is primarily known for its Barolo wines, but the estate also crafts this exceptional Nebbiolo Langhe as a more approachable yet still serious reflection of the estate’s terroir and winemaking prowess.  This wine showcases the Gavarini vineyard’s high-altitude position and calcareous soils, which contribute to the freshness and purity of the fr...",https://cdn.klwines.com/images/skus/genericred-m.jpg,https://www.klwines.com/p/i?i=1786129&searchId=37990646-4951-4978-a558-1939d6db68c6&searchServiceName=klwines-prod-productsearch&searchRank=131
"Barbadillo ""La Cilla"" Pedro Ximénez Jerez-Xérès-Sherry (375ml)",1642954,$19.99,"92 points Wine Spectator: ""This is heady, with butterscotch, rum raisin, toffee and Christmas pudding notes leading the way, showing definition and freshness. Spearmint, charcoal, buckwheat honey and crystalized ginger accents grace this mouthcoating, very long version. (JM)"" (08/2014)",https://cdn.klwines.com/images/skus/genericred-m.jpg,https://www.klwines.com/p/i?i=1642954&searchId=37990646-4951-4978-a558-1939d6db68c6&searchServiceName=klwines-prod-productsearch&searchRank=132
1985 Domaine Jean-Marc Bouley Pommard,1765812,$109.99,,https://cdn.klwines.com/images/skus/genericred-m.jpg,https://www.klwines.com/p/i?i=1765812&searchId=37990646-4951-4978-a558-1939d6db68c6&searchServiceName=klwines-prod-productsearch&searchRank=133
1996  Domaine Jean-Marc Bouley Volnay,140243,$109.99,"True Volnay, this wine is about intrigue and flavor rather than brooding power.  It has a perfumed nose and elegant flavors on the palate.  Spicy and complex, with a long finish.  Highly recommended.",https://cdn.klwines.com/images/skus/genericred-m.jpg,https://www.klwines.com/p/i?i=140243&searchId=37990646-4951-4978-a558-1939d6db68c6&searchServiceName=klwines-prod-productsearch&searchRank=134
1988 Opus One Napa Valley Bordeaux Blend,900065,$274.99,"93 points Jane Anson: ""The evolution of Opus continues here, with a more modern structure and feel, and the whole thing begs to be savoured slowly, enjoying the juicy blackberry and red cherry fruits, finely-boned tannins, and the multiple strands of flavour, from earthy tobacco, campfire, slate and soot to fresher orange peel and lemongrass. A cool growing season overall, this has less intensity overall than the bigger vintages but is full of charm. 28 days skin contact, winemakers Patrick Léon and Tim Mondavi."" (06/2022)   92 points Vinous: ""A layered,...",https://cdn.klwines.com/images/skus/900065m.jpg,https://www.klwines.com/p/i?i=900065&searchId=37990646-4951-4978-a558-1939d6db68c6&searchServiceName=klwines-prod-productsearch&searchRank=135
2022 Domaine François Carillon Bourgogne Aligoté,1757840,$26.99,"Burghound: "" A wonderfully fresh nose freely reveals its aromas of green apple, pear compote, spice and citrus rind. The racy, delicious and nicely textured and detailed flavors conclude in a clean and moderately dry finale shaped by bright acidity. This isn't especially complex but it is refreshing and offers just enough depth to keep the next sip coming.*Burghound Outstanding Top Value!*"" (06/2024)   John Gilman: ""Lively pineapple yellow. A touch of sandalwood from the large wood. They like to pick ripe, and this has worked because they have maintained...",https://cdn.klwines.com/images/skus/shiner_white_burgundy_m.jpg,https://www.klwines.com/p/i?i=1757840&searchId=37990646-4951-4978-a558-1939d6db68c6&searchServiceName=klwines-prod-productsearch&searchRank=136
2021 Domaine Comte de Vogüé Chambolle-Musigny,1704337,$349.99,"93 points Decanter: ""This delightful wine features bright cherry fruit aromas that open up with more spice and earth nuance on the palate. The texture is fresh but not at all lacking in substance. The key for Lupatelli was careful sorting in the vineyard; once the fruit was in, the results were satisfying, save that quantity was about half a ‘normal’ harvest. The grapes come from 1.8 hectares of Les Porlottes, near the top of the slope, blended with 0.24 hectares split between the premier crus Les Baudes and Les Fuées. Well suited for early drinking or m...",https://cdn.klwines.com/images/skus/shiner_red_burgundy_m.jpg,https://www.klwines.com/p/i?i=1704337&searchId=37990646-4951-4978-a558-1939d6db68c6&searchServiceName=klwines-prod-productsearch&searchRank=137
"2022 Domaine François Carillon St-Aubin 1er Cru ""Murger Dents de Chien""",1757856,$89.99,"91-94 points Jasper Morris: ""The holding of Murgers des Dents de Chien is almost adjacent to the François Carillon plot of Puligny Champs Gains, but there are more white stones here, more earth on the Puligny side. François also notes that there is more wind here on the St-Aubin side, especially in the morning. A considerable depth of yellow. This seems a little backward at this stage, chunky, but with a fine depth of fruit. Plenty of stones behind, a little smoky note, not quite in place but excellent potential Drink from 2027-2034. "" (01/2024)   90-92 ...",https://cdn.klwines.com/images/skus/shiner_white_burgundy_m.jpg,https://www.klwines.com/p/i?i=1757856&searchId=37990646-4951-4978-a558-1939d6db68c6&searchServiceName=klwines-prod-productsearch&searchRank=138
"2022 Celler del Roure ""Vermell"" Valencia",1783936,$17.99,,https://cdn.klwines.com/images/skus/genericred-m.jpg,https://www.klwines.com/p/i?i=1783936&searchId=37990646-4951-4978-a558-1939d6db68c6&searchServiceName=klwines-prod-productsearch&searchRank=139
True Double Hinged Wood Corkscrew 0503,1057553,$12.99,"Sommeliers around the world will tell you: there's nothing like a waiter's corkscrew. From the producer: ""Double the hinges, double the speed: our double-hinged corkscrew is an efficient, effective take on the sommelier-style classic. Its non-stick worm slides smoothly into cork with minimal friction and a robust hardwood handle maximizes the power of your leverage.""",https://cdn.klwines.com/images/skus/shiner_na-m.jpg,https://www.klwines.com/p/i?i=1057553&searchId=37990646-4951-4978-a558-1939d6db68c6&searchServiceName=klwines-prod-productsearch&searchRank=140
"There Does Not Exist ""NEST"" Hazy DIPA, California (16oz can)",1612577,$5.49,"NEST was built with copious amounts of wheat and oats to give it incredible foam and latte mouthfeel. We threw the hop closet at this beer to get the aromatics higher than a Georgia pine. NEST was hopped in the whirlpool and fermenter with Azzaca, Citra, Simcoe, Chinook, Mosaic, and a touch of Citra cryo for good measure. Its got fruitiness, dankness, pine-ness, guava-ness, green strawberry-ness + a lot of other ness’s going on in the aroma. A NEST of confusion…",https://cdn.klwines.com/images/skus/beer-genericm.jpg,https://www.klwines.com/p/i?i=1612577&searchId=37990646-4951-4978-a558-1939d6db68c6&searchServiceName=klwines-prod-productsearch&searchRank=141
